0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
0	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0.10000000000000001	0
